case_id,task_duration(us),device_id,operation,description,m,n,k,A,B,C
275,22.880,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x256_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
276,24.720,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x288_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
277,24.300,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x288_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
278,24.060,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x288_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
279,24.660,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x320_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
280,23.840,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x320_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
281,24.020,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x320_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
282,25.021,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x352_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
283,24.500,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x352_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
284,23.620,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x352_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
285,24.160,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x384_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
286,23.620,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x384_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
287,22.760,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x384_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
288,24.380,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x416_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
289,23.420,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x416_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
290,24.440,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x416_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
291,24.060,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x448_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
292,23.760,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x448_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
293,24.480,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x448_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
294,25.401,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x480_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
295,24.280,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x480_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
296,24.620,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x480_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
297,25.041,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x512_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
298,23.320,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x512_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
299,23.340,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x512_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
300,27.501,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x128_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
301,29.981,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x128_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
302,28.801,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x128_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
303,29.381,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x160_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
304,30.301,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x160_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
305,29.661,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x160_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
306,28.301,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x192_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
307,29.201,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x192_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
308,28.741,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x192_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
309,29.001,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x224_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
310,29.021,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x224_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
311,29.241,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x224_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
312,26.821,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x256_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
313,26.921,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x256_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
314,26.841,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x256_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
315,29.341,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x288_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
316,29.501,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x288_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
317,28.981,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x288_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
318,28.841,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x320_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
319,28.681,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x320_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
320,28.121,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x320_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
321,27.641,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x352_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
322,29.421,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x352_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
323,28.921,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x352_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
324,27.881,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x384_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
325,26.441,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x384_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
326,26.661,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x384_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
327,28.341,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x416_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
328,28.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x416_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
329,27.121,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x416_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
330,27.861,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x448_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
331,27.341,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x448_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
332,26.461,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x448_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
333,29.921,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x480_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
334,28.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x480_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
335,28.261,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x480_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
336,26.361,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x512_160x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
337,26.701,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x512_160x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
338,28.101,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x160x512_160x160x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
339,27.821,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x128_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
340,26.861,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x128_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
341,25.601,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x128_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
342,27.761,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x160_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
343,28.701,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x160_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
344,28.421,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x160_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
345,28.641,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x192_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
346,27.901,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x192_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
347,27.681,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x192_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
348,27.781,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x224_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
349,29.321,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x224_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
350,29.701,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x224_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
351,24.540,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x256_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
352,24.640,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x256_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
353,24.800,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x256_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
354,27.601,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x288_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
355,28.161,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x288_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
356,28.081,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x288_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
357,27.221,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x320_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
358,27.821,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x320_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
359,28.101,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x320_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
360,27.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x352_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
361,26.081,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x352_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
362,26.381,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x352_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
363,26.061,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x384_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
364,25.301,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x384_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
365,24.780,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x384_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
366,27.021,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x416_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
367,25.861,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x416_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
368,27.441,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x416_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
369,26.421,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x448_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
370,28.041,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x448_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
371,29.041,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x448_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
372,27.581,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x480_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
373,27.581,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x480_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
374,27.201,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x480_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
375,25.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x512_160x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
376,25.321,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x512_160x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
377,24.840,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x192x512_160x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
378,24.380,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x128_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
379,24.120,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x128_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
380,25.541,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x160_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
381,25.221,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x160_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
382,25.241,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x192_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
383,25.621,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x192_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
384,24.600,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x224_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
385,24.100,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x224_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
386,23.220,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x256_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
387,23.780,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x256_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
388,25.681,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x288_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
389,25.441,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x288_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
390,24.660,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x320_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
391,25.401,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x320_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
392,25.061,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x352_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
393,24.120,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x352_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
394,23.320,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x384_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
395,23.540,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x384_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
396,24.320,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x416_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
397,24.440,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x416_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
398,24.240,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x448_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
399,23.340,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x448_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
400,25.481,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x480_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
401,24.880,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x480_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
402,24.300,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x512_192x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
403,22.820,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x128x512_192x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
404,27.941,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x128_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
405,28.741,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x128_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
406,30.421,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x160_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
407,31.341,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x160_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
408,29.981,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x192_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
409,30.401,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x192_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
410,29.661,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x224_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
411,29.481,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x224_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
412,27.201,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x256_192x160x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
413,26.461,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_192x160x256_192x160x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
