case_id,task_duration(us),device_id,operation,description,m,n,k,A,B,C
136,24.380,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x352_128x192x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
137,21.540,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x384_128x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
138,21.960,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x384_128x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
139,22.120,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x384_128x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
140,21.860,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x384_128x192x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
141,25.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x416_128x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
142,24.320,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x416_128x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
143,24.320,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x416_128x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
144,25.941,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x416_128x192x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
145,24.280,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x448_128x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
146,24.300,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x448_128x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
147,24.480,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x448_128x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
148,23.960,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x448_128x192x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
149,26.201,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x480_128x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
150,25.041,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x480_128x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
151,25.061,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x480_128x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
152,25.381,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x480_128x192x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
153,20.560,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x512_128x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
154,20.240,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x512_128x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
155,24.000,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x512_128x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
156,19.900,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x512_128x192x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
157,23.900,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x128_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
158,23.400,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x128_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
159,23.440,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x128_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
160,22.980,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x128_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
161,26.441,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x160_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
162,26.721,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x160_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
163,26.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x160_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
164,26.681,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x160_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
165,26.041,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x192_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
166,25.341,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x192_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
167,24.080,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x192_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
168,25.581,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x192_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
169,26.601,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x224_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
170,26.081,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x224_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
171,26.741,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x224_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
172,26.741,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x224_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
173,22.400,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x256_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
174,22.300,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x256_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
175,22.840,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x256_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
176,22.720,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x256_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
177,25.741,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x288_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
178,25.541,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x288_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
179,27.241,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x288_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
180,26.201,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x288_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
181,26.461,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x320_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
182,26.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x320_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
183,25.401,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x320_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
184,24.380,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x320_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
185,27.421,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x352_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
186,26.481,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x352_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
187,27.201,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x352_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
188,26.401,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x352_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
189,25.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x384_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
190,25.101,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x384_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
191,24.960,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x384_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
192,24.940,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x384_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
193,28.201,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x416_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
194,26.481,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x416_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
195,27.081,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x416_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
196,27.981,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x416_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
197,26.621,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x448_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
198,27.481,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x448_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
199,27.201,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x448_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
200,27.421,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x448_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
201,31.041,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x480_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
202,28.681,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x480_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
203,28.221,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x480_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
204,28.201,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x480_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
205,23.660,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x512_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
206,22.100,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x512_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
207,22.960,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x512_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
208,23.160,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x512_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
209,21.320,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x128_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
210,22.260,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x128_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
211,21.200,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x128_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
212,21.640,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x128_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
213,25.341,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x160_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
214,24.480,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x160_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
215,25.681,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x160_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
216,25.801,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x160_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
217,23.740,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x192_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
218,23.300,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x192_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
219,22.700,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x192_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
220,23.640,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x192_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
221,23.880,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x224_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
222,25.661,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x224_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
223,23.980,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x224_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
224,23.960,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x224_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
225,20.080,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x256_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
226,19.500,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x256_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
227,21.180,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x256_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
228,21.120,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x256_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
229,23.920,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x288_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
230,25.001,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x288_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
231,23.480,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x288_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
232,24.060,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x288_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
233,23.480,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x320_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
234,23.660,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x320_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
235,23.420,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x320_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
236,24.640,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x320_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
237,23.760,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x352_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
238,22.760,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x352_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
239,23.880,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x352_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
240,24.620,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x352_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
241,20.740,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x384_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
242,21.120,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x384_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
243,21.140,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x384_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
244,20.520,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x384_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
245,23.260,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x416_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
246,23.500,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x416_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
247,23.540,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x416_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
248,23.300,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x416_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
249,23.860,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x448_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
250,22.160,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x448_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
251,23.080,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x448_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
252,23.020,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x448_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
253,24.620,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x480_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
254,24.560,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x480_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
255,26.161,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x480_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
256,24.500,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x480_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
257,21.600,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x512_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
258,21.480,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x512_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
259,24.480,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x512_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
260,21.180,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x512_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
261,24.160,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x128_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
262,23.660,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x128_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
263,23.040,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x128_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
264,25.021,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x160_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
265,25.481,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x160_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
266,26.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x160_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
267,24.340,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x192_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
268,24.500,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x192_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
269,24.840,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x192_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
270,25.121,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x224_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
271,24.040,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x224_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
272,25.301,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x224_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
273,23.620,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x256_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
274,22.180,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x256_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
