case_id,task_duration(us),device_id,operation,description,m,n,k,A,B,C
134,24.320,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x352_128x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
135,23.760,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x352_128x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
136,23.580,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x352_128x192x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
137,22.520,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x384_128x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
138,22.180,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x384_128x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
139,21.020,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x384_128x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
140,21.760,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x384_128x192x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
141,23.940,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x416_128x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
142,24.140,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x416_128x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
143,24.820,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x416_128x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
144,24.100,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x416_128x192x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
145,24.020,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x448_128x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
146,23.440,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x448_128x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
147,23.920,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x448_128x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
148,24.720,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x448_128x192x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
149,24.720,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x480_128x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
150,25.701,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x480_128x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
151,25.181,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x480_128x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
152,25.481,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x480_128x192x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
153,22.060,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x512_128x192x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
154,19.640,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x512_128x192x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
155,24.760,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x512_128x192x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
156,20.300,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x192x512_128x192x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
157,23.840,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x128_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
158,24.460,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x128_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
159,23.820,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x128_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
160,22.880,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x128_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
161,27.181,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x160_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
162,26.641,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x160_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
163,26.641,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x160_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
164,26.721,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x160_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
165,25.681,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x192_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
166,24.520,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x192_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
167,24.720,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x192_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
168,26.101,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x192_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
169,27.341,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x224_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
170,26.521,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x224_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
171,25.741,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x224_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
172,26.441,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x224_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
173,22.820,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x256_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
174,22.880,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x256_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
175,22.420,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x256_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
176,22.160,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x256_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
177,26.141,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x288_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
178,26.661,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x288_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
179,25.821,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x288_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
180,25.481,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x288_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
181,25.821,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x320_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
182,24.940,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x320_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
183,25.681,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x320_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
184,25.221,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x320_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
185,27.481,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x352_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
186,27.681,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x352_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
187,26.201,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x352_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
188,27.901,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x352_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
189,24.700,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x384_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
190,25.181,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x384_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
191,24.580,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x384_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
192,24.880,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x384_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
193,27.061,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x416_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
194,28.141,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x416_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
195,25.701,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x416_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
196,27.341,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x416_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
197,27.141,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x448_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
198,27.441,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x448_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
199,27.181,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x448_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
200,28.081,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x448_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
201,28.461,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x480_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
202,27.161,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x480_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
203,28.221,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x480_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
204,27.921,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x480_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
205,23.900,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x512_128x224x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
206,23.180,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x512_128x224x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
207,23.620,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x512_128x224x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
208,22.980,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x224x512_128x224x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
209,21.780,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x128_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
210,21.620,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x128_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
211,22.380,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x128_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
212,21.220,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x128_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
213,24.620,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x160_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
214,24.440,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x160_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
215,25.181,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x160_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
216,24.840,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x160_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
217,23.780,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x192_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
218,23.540,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x192_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
219,23.280,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x192_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
220,24.420,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x192_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
221,23.320,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x224_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
222,25.341,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x224_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
223,23.060,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x224_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
224,24.480,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x224_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
225,20.160,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x256_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
226,19.180,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x256_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
227,19.660,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x256_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
228,21.220,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x256_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
229,24.220,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x288_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
230,26.081,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x288_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
231,23.480,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x288_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
232,24.480,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x288_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
233,24.200,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x320_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
234,23.820,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x320_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
235,22.960,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x320_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
236,23.640,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x320_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
237,22.580,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x352_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
238,22.280,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x352_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
239,22.420,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x352_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
240,23.440,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x352_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
241,20.720,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x384_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
242,21.140,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x384_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
243,21.320,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x384_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
244,20.780,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x384_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
245,23.740,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x416_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
246,24.900,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x416_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
247,24.120,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x416_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
248,23.820,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x416_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
249,23.460,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x448_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
250,23.180,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x448_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
251,22.860,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x448_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
252,23.520,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x448_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
253,23.960,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x480_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
254,25.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x480_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
255,24.140,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x480_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
256,24.840,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x480_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
257,20.960,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x512_128x256x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
258,20.260,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x512_128x256x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
259,21.180,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x512_128x256x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
260,20.500,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_128x256x512_128x256x128_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
261,24.040,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x128_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
262,22.740,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x128_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
263,22.680,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x128_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
264,26.821,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x160_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
265,26.081,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x160_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
266,25.761,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x160_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
267,26.121,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x192_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
268,25.081,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x192_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
269,23.700,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x192_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
270,25.281,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x224_160x128x32_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
271,24.840,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x224_160x128x64_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
272,28.521,0,Gemm,catlass_gemm_quant_matmul_int8xColumnMajor_int8xColumnMajor_fp16xRowMajor_160x128x224_160x128x96_swizzle3x1,256,512,1024,int8:column,int8:column,int32:row
